Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,26.0,1997.0,16,3,303,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,17.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.2,0.07,0.2
Ross Barkley,eng ENG,MF,Luton Town,eng Premier League,29.0,1993.0,32,30,2618,29.1,5,4,9,5,0,0,6,0,4.1,4.1,3.7,7.9,48.0,163.0,39.0,0.17,0.14,0.31,0.17,0.31,0.14,0.13,0.27,0.14,0.27
Aymen Barkok,ma MAR,"MF,FW",Mainz 05,de Bundesliga,25.0,1998.0,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14.0,16.0,33.0,0.28,0.0,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33
Harvey Barnes,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,25.0,1997.0,21,7,802,8.9,5,3,8,5,0,0,2,0,3.6,3.6,3.2,6.8,45.0,34.0,79.0,0.56,0.34,0.9,0.56,0.9,0.4,0.36,0.76,0.4,0.76
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23.0,2000.0,31,29,2606,29.0,4,1,5,4,0,0,8,0,4.5,4.5,1.1,5.6,22.0,93.0,46.0,0.14,0.03,0.17,0.14,0.17,0.16,0.04,0.19,0.16,0.19
Enzo Barrenechea,ar ARG,MF,Frosinone,it Serie A,22.0,2001.0,36,32,2811,31.2,0,1,1,0,0,0,10,0,0.6,0.6,1.7,2.3,10.0,155.0,24.0,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07
Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,21.0,2001.0,29,20,1427,15.9,4,1,5,4,0,0,1,0,3.5,3.5,1.3,4.8,56.0,39.0,163.0,0.25,0.06,0.32,0.25,0.32,0.22,0.08,0.3,0.22,0.3
Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,20.0,2003.0,24,17,1555,17.3,0,1,1,0,0,0,5,0,0.9,0.9,1.9,2.8,37.0,98.0,56.0,0.0,0.06,0.06,0.0,0.06,0.05,0.11,0.16,0.05,0.16
Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,17.0,2005.0,6,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Bartra,es ESP,DF,Betis,es La Liga,32.0,1991.0,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26.0,1996.0,37,37,3294,36.6,0,1,1,0,0,0,3,1,1.7,1.5,0.7,2.1,28.0,96.0,3.0,0.0,0.03,0.03,0.0,0.03,0.05,0.02,0.07,0.04,0.06
Steven Baseya,fr FRA,DF,Strasbourg,fr Ligue 1,18.0,2005.0,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,35.0,1988.0,8,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1
Toma Bašić,hr CRO,MF,Salernitana,it Serie A,26.0,1996.0,15,14,1162,12.9,0,0,0,0,0,0,5,0,0.6,0.6,0.5,1.1,11.0,53.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,23.0,1999.0,29,25,2303,25.6,1,0,1,1,0,0,6,1,0.3,0.3,0.0,0.4,15.0,62.0,4.0,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,24.0,1999.0,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63.0,142.0,77.0,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18
Simone Bastoni,it ITA,"MF,DF",Empoli,it Serie A,26.0,1996.0,16,9,745,8.3,1,0,1,1,0,0,3,0,0.4,0.4,0.5,0.9,12.0,31.0,26.0,0.12,0.0,0.12,0.12,0.12,0.05,0.06,0.11,0.05,0.11
Augusto Batalla,ar ARG,GK,Granada,es La Liga,27.0,1996.0,17,17,1530,17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,32.0,1991.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23.0,2000.0,14,9,810,9.0,1,0,1,1,0,0,3,0,1.4,1.4,0.0,1.4,2.0,25.0,1.0,0.11,0.0,0.11,0.11,0.11,0.15,0.0,0.15,0.15,0.15
Elias Baum,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,17.0,2005.0,4,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,33.0,1990.0,34,34,3060,34.0,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,de Bundesliga,23.0,1999.0,32,11,1158,12.9,5,1,6,5,0,0,3,0,3.7,3.7,1.6,5.2,36.0,47.0,86.0,0.39,0.08,0.47,0.39,0.47,0.28,0.12,0.41,0.28,0.41
Bebé,cv CPV,"MF,FW",Rayo Vallecano,es La Liga,33.0,1990.0,19,0,212,2.4,2,0,2,1,1,1,1,0,1.4,0.7,0.2,0.9,17.0,6.0,24.0,0.85,0.0,0.85,0.42,0.42,0.61,0.09,0.7,0.28,0.37
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,29.0,1994.0,32,16,1636,18.2,7,5,12,7,0,0,3,0,4.9,4.9,2.6,7.5,42.0,38.0,145.0,0.39,0.28,0.66,0.39,0.66,0.27,0.14,0.41,0.27,0.41
Mohamed Bechikh,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,18.0,2005.0,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,26.0,1997.0,23,11,974,10.8,1,1,2,1,0,0,1,0,1.7,1.7,0.8,2.5,17.0,29.0,43.0,0.09,0.09,0.18,0.09,0.18,0.16,0.07,0.23,0.16,0.23
Owen Beck,wls WAL,DF,Liverpool,eng Premier League,20.0,2002.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,28.0,1995.0,15,8,771,8.6,2,2,4,2,0,0,1,0,1.4,1.4,1.8,3.2,28.0,13.0,87.0,0.23,0.23,0.47,0.23,0.47,0.17,0.21,0.38,0.17,0.38
Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,28.0,1995.0,11,7,645,7.2,0,1,1,0,0,0,0,0,0.8,0.8,1.8,2.6,32.0,20.0,73.0,0.0,0.14,0.14,0.0,0.14,0.12,0.25,0.37,0.12,0.37
Chris Bedia,ci CIV,"FW,MF",Union Berlin,de Bundesliga,27.0,1996.0,7,0,145,1.6,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,1.0,1.0,6.0,0.62,0.0,0.62,0.62,0.62,0.13,0.11,0.24,0.13,0.24
Donny van de Beek,nl NED,"MF,FW",Eint Frankfurt,de Bundesliga,26.0,1997.0,8,4,357,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.12,0.02,0.12
Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,22.0,2001.0,14,3,300,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,9.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.15,0.12,0.15
Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,32.0,1991.0,13,7,616,6.8,1,1,2,1,0,0,1,0,1.6,1.6,0.9,2.5,7.0,17.0,41.0,0.15,0.15,0.29,0.15,0.29,0.23,0.13,0.36,0.23,0.36
Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32.0,1991.0,18,14,1262,14.0,4,0,4,4,0,0,3,0,6.0,6.0,0.9,6.9,11.0,45.0,93.0,0.29,0.0,0.29,0.29,0.29,0.43,0.06,0.5,0.43,0.5
Jérémie Bela,ao ANG,"MF,FW",Clermont Foot,fr Ligue 1,30.0,1993.0,12,1,203,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,14.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.15,0.1,0.15
Reda Belahyane,fr FRA,MF,Hellas Verona,it Serie A,19.0,2004.0,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,19.0,2004.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amari'i Bell,jm JAM,DF,Luton Town,eng Premier League,29.0,1994.0,21,21,1720,19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31.0,1991.0,10,8,666,7.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,21.0,2002.0,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,25.0,1998.0,22,10,958,10.6,2,1,3,2,0,0,0,1,1.6,1.6,1.0,2.5,30.0,39.0,49.0,0.19,0.09,0.28,0.19,0.28,0.15,0.09,0.24,0.15,0.24
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,25.0,1998.0,3,3,269,3.0,2,2,4,2,0,0,2,0,0.6,0.6,1.5,2.1,9.0,11.0,10.0,0.67,0.67,1.34,0.67,1.34,0.19,0.51,0.69,0.19,0.69
Héctor Bellerín,es ESP,DF,Betis,es La Liga,28.0,1995.0,23,20,1711,19.0,0,1,1,0,0,0,0,1,0.2,0.2,1.6,1.7,32.0,81.0,80.0,0.0,0.05,0.05,0.0,0.05,0.01,0.08,0.09,0.01,0.09
Jeanuël Belocian,fr FRA,DF,Rennes,fr Ligue 1,18.0,2005.0,23,16,1448,16.1,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,16.0,60.0,37.0,0.0,0.06,0.06,0.0,0.06,0.03,0.02,0.06,0.03,0.06
Andrea Belotti,it ITA,FW,Fiorentina,it Serie A,29.0,1993.0,15,11,949,10.5,3,0,3,3,0,0,0,0,3.7,3.7,0.7,4.4,10.0,15.0,60.0,0.28,0.0,0.28,0.28,0.28,0.35,0.07,0.41,0.35,0.41
Andrea Belotti,it ITA,FW,Roma,it Serie A,29.0,1993.0,14,6,679,7.5,3,2,5,3,0,0,1,0,2.4,2.4,1.2,3.6,15.0,8.0,49.0,0.4,0.27,0.66,0.4,0.66,0.32,0.16,0.48,0.32,0.48
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,24.0,1999.0,33,28,2428,27.0,0,0,0,0,0,0,2,0,0.7,0.7,1.1,1.8,28.0,134.0,30.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07
Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,22.0,2001.0,32,21,1692,18.8,6,2,8,5,1,1,6,0,3.8,3.0,1.5,4.5,12.0,49.0,113.0,0.32,0.11,0.43,0.27,0.37,0.2,0.08,0.28,0.16,0.24
Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,18.0,2005.0,13,4,428,4.8,2,1,3,2,0,0,0,1,0.8,0.8,0.5,1.3,26.0,21.0,56.0,0.42,0.21,0.63,0.42,0.63,0.17,0.1,0.27,0.17,0.27
Anis Ben Slimane,tn TUN,MF,Sheffield Utd,eng Premier League,22.0,2001.0,15,4,419,4.7,0,0,0,0,0,0,2,0,0.8,0.8,0.3,1.1,3.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.23,0.17,0.23
Carlos Benavídez,uy URU,MF,Alavés,es La Liga,25.0,1998.0,29,10,1136,12.6,3,1,4,3,0,0,5,0,1.0,1.0,0.5,1.5,9.0,60.0,5.0,0.24,0.08,0.32,0.24,0.32,0.08,0.04,0.12,0.08,0.12
Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,25.0,1997.0,20,13,1151,12.8,2,2,4,1,1,1,2,0,1.7,0.9,2.5,3.3,24.0,68.0,33.0,0.16,0.16,0.31,0.08,0.23,0.13,0.19,0.32,0.07,0.26
Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,27.0,1995.0,13,5,620,6.9,0,1,1,0,0,1,1,0,1.8,1.0,1.4,2.5,28.0,28.0,70.0,0.0,0.15,0.15,0.0,0.15,0.27,0.21,0.47,0.15,0.36
Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,27.0,1995.0,12,10,770,8.6,3,3,6,3,0,0,2,0,1.6,1.6,3.6,5.2,46.0,34.0,113.0,0.35,0.35,0.7,0.35,0.7,0.19,0.42,0.61,0.19,0.61
Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,28.0,1995.0,17,11,1033,11.5,0,0,0,0,0,0,4,1,1.7,1.7,0.4,2.1,17.0,75.0,63.0,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.18,0.15,0.18
Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,28.0,1994.0,26,23,1967,21.9,0,3,3,0,0,0,7,0,0.4,0.4,0.9,1.2,11.0,136.0,17.0,0.0,0.14,0.14,0.0,0.14,0.02,0.04,0.06,0.02,0.06
Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,26.0,1997.0,23,13,1005,11.2,1,1,2,1,0,0,7,0,1.9,1.9,0.5,2.4,16.0,72.0,31.0,0.09,0.09,0.18,0.09,0.18,0.17,0.04,0.22,0.17,0.22
Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,30.0,1993.0,5,3,383,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,19.0,2003.0,13,12,1008,11.2,1,0,1,1,0,0,4,1,1.0,1.0,0.2,1.2,7.0,44.0,2.0,0.09,0.0,0.09,0.09,0.09,0.09,0.02,0.11,0.09,0.11
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33.0,1990.0,27,22,1930,21.4,3,1,4,3,0,0,5,0,0.9,0.7,1.6,2.4,36.0,132.0,77.0,0.14,0.05,0.19,0.14,0.19,0.04,0.08,0.12,0.03,0.11
Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,28.0,1995.0,35,15,1592,17.7,7,3,10,6,1,1,4,0,5.2,4.4,3.7,8.1,61.0,30.0,143.0,0.4,0.17,0.57,0.34,0.51,0.29,0.21,0.5,0.25,0.46
Bartosz Bereszyński,pl POL,DF,Empoli,it Serie A,31.0,1992.0,24,22,1762,19.6,0,1,1,0,0,0,3,0,0.1,0.1,0.3,0.4,15.0,69.0,18.0,0.0,0.05,0.05,0.0,0.05,0.0,0.02,0.02,0.0,0.02
Jóhann Berg Guðmundsson,is ISL,"MF,FW",Burnley,eng Premier League,32.0,1990.0,26,12,1192,13.2,1,3,4,1,0,0,2,0,1.9,1.9,2.7,4.5,13.0,59.0,69.0,0.08,0.23,0.3,0.08,0.3,0.14,0.2,0.34,0.14,0.34
Sander Berge,no NOR,MF,Burnley,eng Premier League,25.0,1998.0,37,34,3005,33.4,1,2,3,1,0,0,10,1,1.9,1.9,2.4,4.3,64.0,164.0,29.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13
Etrit Berisha,al ALB,GK,Empoli,it Serie A,34.0,1989.0,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medon Berisha,al ALB,"FW,MF",Lecce,it Serie A,19.0,2003.0,6,2,205,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18
Mergim Berisha,de GER,FW,Hoffenheim,de Bundesliga,25.0,1998.0,6,0,144,1.6,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,2.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.32,0.19,0.51,0.32,0.51
